ACCx,ACCy,ACCz,GYROx,GYROy,GYROz,Magx,Magy,Magz,时间[yyyy-mm-dd|hh:mm:ss.ss]
加速度分辨率: 16384LBS/g,陀螺仪分辨率: 32.8LBS/dps
0,0,0,45,0,46,-814,-938,-736,2016/8/6|23:18:28.959
0,0,0,45,0,47,-807,-521,-727,2016/8/6|23:18:28.996
0,0,0,45,0,47,-793,-521,-716,2016/8/6|23:18:29.6
0,0,0,45,0,47,-783,-625,-706,2016/8/6|23:18:29.13
0,0,0,45,0,47,-772,-625,-697,2016/8/6|23:18:29.40
0,0,0,45,0,47,-762,-730,-689,2016/8/6|23:18:29.53
0,0,0,45,0,47,-756,-730,-683,2016/8/6|23:18:29.66
0,0,0,45,0,48,-750,-521,-674,2016/8/6|23:18:29.81
0,0,0,44,0,48,-738,-521,-663,2016/8/6|23:18:29.101
0,0,0,44,0,48,-723,-625,-654,2016/8/6|23:18:29.115
0,0,0,43,0,48,-714,-625,-646,2016/8/6|23:18:29.122
0,0,0,42,0,48,-714,-625,-639,2016/8/6|23:18:29.136
0,0,0,42,0,48,-710,-625,-632,2016/8/6|23:18:29.137
0,0,0,41,0,47,-699,-730,-626,2016/8/6|23:18:29.161
0,0,0,41,0,47,-692,-730,-622,2016/8/6|23:18:29.193
0,0,0,40,0,47,-678,-417,-613,2016/8/6|23:18:29.193
0,0,0,39,0,46,-661,-417,-602,2016/8/6|23:18:29.208
0,0,0,39,0,46,-646,-521,-593,2016/8/6|23:18:29.218
0,0,0,38,0,45,-635,-521,-585,2016/8/6|23:18:29.243
0,0,0,37,0,45,-628,-417,-575,2016/8/6|23:18:29.244
0,0,0,37,0,45,-617,-417,-565,2016/8/6|23:18:29.262
0,0,0,36,0,44,-613,-730,-560,2016/8/6|23:18:29.279
0,0,0,36,0,44,-610,-730,-557,2016/8/6|23:18:29.289
0,0,0,36,0,44,-589,-312,-549,2016/8/6|23:18:29.308
0,0,0,35,0,44,-568,-312,-537,2016/8/6|23:18:29.321
0,0,0,35,0,43,-568,-625,-530,2016/8/6|23:18:29.334
0,0,0,35,0,43,-571,-625,-526,2016/8/6|23:18:29.350
0,0,0,35,0,43,-556,-104,-514,2016/8/6|23:18:29.381
0,0,0,35,0,43,-532,-104,-498,2016/8/6|23:18:29.382
0,0,0,35,0,43,-515,-417,-487,2016/8/6|23:18:29.395
0,0,0,35,0,43,-504,-417,-479,2016/8/6|23:18:29.412
0,0,0,35,0,44,-509,-730,-475,2016/8/6|23:18:29.432
0,0,0,35,0,44,-516,-730,-474,2016/8/6|23:18:29.455
0,0,0,35,0,45,-524,-834,-474,2016/8/6|23:18:29.466
0,0,0,35,0,45,-533,-834,-475,2016/8/6|23:18:29.495
0,0,0,36,0,45,-533,-521,-472,2016/8/6|23:18:29.495
0,0,0,36,0,45,-527,-521,-467,2016/8/6|23:18:29.512
0,0,0,37,0,44,-521,-625,-463,2016/8/6|23:18:29.530
0,0,0,38,0,44,-521,-625,-460,2016/8/6|23:18:29.547
0,0,0,39,0,44,-524,-417,-454,2016/8/6|23:18:29.558
0,0,0,39,0,44,-522,-417,-446,2016/8/6|23:18:29.573
0,0,0,40,0,44,-518,-417,-438,2016/8/6|23:18:29.606
0,0,0,40,0,45,-515,-417,-431,2016/8/6|23:18:29.606
0,0,0,41,0,45,-515,-417,-423,2016/8/6|23:18:29.608
0,0,0,41,0,45,-510,-417,-416,2016/8/6|23:18:29.627
0,0,0,42,0,46,-500,-521,-410,2016/8/6|23:18:29.640
0,0,0,42,0,46,-497,-521,-406,2016/8/6|23:18:29.672
0,0,0,42,0,46,-503,-417,-400,2016/8/6|23:18:29.673
0,0,0,42,0,47,-503,-417,-393,2016/8/6|23:18:29.691
0,0,0,42,0,47,-485,-104,-381,2016/8/6|23:18:29.699
0,0,0,42,0,47,-470,-104,-368,2016/8/6|23:18:29.735
0,0,0,42,0,47,-479,-417,-359,2016/8/6|23:18:29.735
0,0,0,42,0,48,-488,-417,-353,2016/8/6|23:18:29.738
0,0,0,43,0,48,-491,-521,-348,2016/8/6|23:18:29.757
0,0,0,42,0,48,-491,-521,-345,2016/8/6|23:18:29.775
0,0,0,42,0,49,-479,-417,-340,2016/8/6|23:18:29.784
0,0,0,42,0,49,-464,-417,-335,2016/8/6|23:18:29.800
0,0,0,41,0,48,-446,-417,-330,2016/8/6|23:18:29.815
0,0,0,41,0,48,-433,-417,-325,2016/8/6|23:18:29.846
0,0,0,40,0,47,-416,0,-315,2016/8/6|23:18:29.847
0,0,0,40,0,46,-393,0,-301,2016/8/6|23:18:29.864
0,0,0,39,0,46,-378,-417,-294,2016/8/6|23:18:29.878
0,0,0,38,0,45,-372,-417,-291,2016/8/6|23:18:29.901
0,0,0,36,0,44,-372,-417,-288,2016/8/6|23:18:29.923
0,0,0,35,0,44,-372,-417,-285,2016/8/6|23:18:29.930
0,0,0,34,0,42,-363,-104,-278,2016/8/6|23:18:29.960
0,0,0,33,0,41,-349,-104,-269,2016/8/6|23:18:29.962
0,0,0,30,0,40,-339,-209,-263,2016/8/6|23:18:29.979
0,0,0,29,0,39,-329,-209,-257,2016/8/6|23:18:29.993
0,0,0,25,0,36,-315,-209,-252,2016/8/6|23:18:30.10
0,0,0,23,0,35,-303,-209,-248,2016/8/6|23:18:30.22
0,0,0,18,0,32,-288,0,-242,2016/8/6|23:18:30.42
0,0,0,16,0,30,-275,0,-235,2016/8/6|23:18:30.56
0,0,0,11,0,27,-274,-104,-229,2016/8/6|23:18:30.69
0,0,0,8,0,25,-269,-104,-225,2016/8/6|23:18:30.76
0,0,0,0,0,17,-259,-209,-224,2016/8/6|23:18:30.88
0,0,0,0,0,12,-248,-209,-224,2016/8/6|23:18:30.109
0,0,0,-5,0,6,-235,-209,-225,2016/8/6|23:18:30.119
0,0,0,-8,0,4,-223,-209,-226,2016/8/6|23:18:30.156
0,0,0,-14,0,0,-211,-104,-227,2016/8/6|23:18:30.156
0,0,0,-17,0,-1,-198,-104,-227,2016/8/6|23:18:30.167
0,0,0,-23,0,-5,-181,0,-226,2016/8/6|23:18:30.177
0,0,0,-26,0,-7,-169,0,-225,2016/8/6|23:18:30.199
0,0,0,-32,0,-12,-175,-209,-228,2016/8/6|23:18:30.207
0,0,0,-34,0,-14,-178,-209,-233,2016/8/6|23:18:30.224
0,0,0,-39,0,-18,-163,0,-235,2016/8/6|23:18:30.235
0,0,0,-42,0,-20,-146,0,-236,2016/8/6|23:18:30.252
0,0,0,-46,0,-25,-134,-209,-240,2016/8/6|23:18:30.270
0,0,0,-48,0,-27,-129,-209,-246,2016/8/6|23:18:30.277
0,0,0,-52,0,-31,-131,-104,-251,2016/8/6|23:18:30.299
0,0,0,-54,0,-33,-129,-104,-255,2016/8/6|23:18:30.312
0,0,0,-57,0,-36,-137,-521,-266,2016/8/6|23:18:30.321
0,0,0,-59,0,-38,-150,-521,-280,2016/8/6|23:18:30.349
0,0,0,-62,0,-42,-151,-104,-288,2016/8/6|23:18:30.367
0,0,0,-63,0,-44,-150,-104,-293,2016/8/6|23:18:30.367
0,0,0,-66,0,-47,-160,-312,-301,2016/8/6|23:18:30.386
0,0,0,-67,0,-49,-172,-312,-310,2016/8/6|23:18:30.418
0,0,0,-69,0,-52,-175,-104,-317,2016/8/6|23:18:30.429
0,0,0,-70,0,-54,-174,-104,-322,2016/8/6|23:18:30.445
0,0,0,-71,0,-56,-172,-209,-328,2016/8/6|23:18:30.457
0,0,0,-71,0,-57,-172,-209,-335,2016/8/6|23:18:30.496
0,0,0,-72,0,-59,-175,-312,-344,2016/8/6|23:18:30.496
0,0,0,-72,0,-60,-181,-312,-353,2016/8/6|23:18:30.511
0,0,0,-73,0,-61,-193,-417,-363,2016/8/6|23:18:30.518
0,0,0,-73,0,-61,-208,-417,-374,2016/8/6|23:18:30.567
0,0,0,-73,0,-62,-226,-417,-385,2016/8/6|23:18:30.567
0,0,0,-73,0,-63,-241,-417,-396,2016/8/6|23:18:30.568
0,0,0,-73,0,-64,-253,-521,-408,2016/8/6|23:18:30.570
0,0,0,-73,0,-64,-269,-521,-420,2016/8/6|23:18:30.592
0,0,0,-72,0,-65,-282,-209,-428,2016/8/6|23:18:30.601
0,0,0,-72,0,-65,-288,-209,-433,2016/8/6|23:18:30.626
0,0,0,-71,0,-65,-297,-521,-442,2016/8/6|23:18:30.628
0,0,0,-70,0,-65,-312,-521,-453,2016/8/6|23:18:30.645
0,0,0,-69,0,-64,-330,-521,-464,2016/8/6|23:18:30.657
0,0,0,-68,0,-64,-342,-521,-474,2016/8/6|23:18:30.672
0,0,0,-67,0,-63,-342,-521,-484,2016/8/6|23:18:30.691
0,0,0,-66,0,-63,-348,-521,-493,2016/8/6|23:18:30.713
0,0,0,-64,0,-62,-372,-730,-506,2016/8/6|23:18:30.730
0,0,0,-64,0,-61,-396,-730,-519,2016/8/6|23:18:30.733
0,0,0,-62,0,-61,-401,-312,-527,2016/8/6|23:18:30.744
0,0,0,-62,0,-60,-404,-312,-530,2016/8/6|23:18:30.782
0,0,0,-61,0,-60,-416,-417,-535,2016/8/6|23:18:30.782
0,0,0,-61,0,-59,-428,-417,-541,2016/8/6|23:18:30.800
0,0,0,-60,0,-58,-440,-521,-548,2016/8/6|23:18:30.806
0,0,0,-59,0,-58,-452,-521,-555,2016/8/6|23:18:30.819
0,0,0,-59,0,-57,-458,-417,-561,2016/8/6|23:18:30.842
0,0,0,-59,0,-56,-461,-417,-565,2016/8/6|23:18:30.860
0,0,0,-58,0,-55,-467,-625,-573,2016/8/6|23:18:30.860
0,0,0,-58,0,-55,-476,-625,-581,2016/8/6|23:18:30.896
0,0,0,-58,0,-54,-488,-730,-592,2016/8/6|23:18:30.903
0,0,0,-58,0,-53,-500,-730,-602,2016/8/6|23:18:30.938
0,0,0,-58,0,-53,-509,-730,-613,2016/8/6|23:18:30.939
0,0,0,-57,0,-53,-522,-730,-624,2016/8/6|23:18:30.957
0,0,0,-57,0,-53,-541,-625,-632,2016/8/6|23:18:30.967
0,0,0,-56,0,-53,-555,-625,-640,2016/8/6|23:18:30.992
0,0,0,-56,0,-52,-559,-625,-647,2016/8/6|23:18:31.10
0,0,0,-55,0,-52,-564,-625,-654,2016/8/6|23:18:31.10
0,0,0,-54,0,-52,-568,-625,-661,2016/8/6|23:18:31.29
0,0,0,-53,0,-51,-573,-625,-667,2016/8/6|23:18:31.35
0,0,0,-51,0,-51,-583,-834,-676,2016/8/6|23:18:31.55
0,0,0,-49,0,-50,-594,-834,-685,2016/8/6|23:18:31.71
0,0,0,-46,0,-48,-592,-625,-691,2016/8/6|23:18:31.85
0,0,0,-44,0,-47,-593,-625,-695,2016/8/6|23:18:31.91
0,0,0,-39,0,-45,-610,-730,-699,2016/8/6|23:18:31.110
0,0,0,-36,0,-43,-626,-730,-704,2016/8/6|23:18:31.123
0,0,0,-30,0,-39,-643,-834,-709,2016/8/6|23:18:31.147
0,0,0,-26,0,-37,-659,-834,-714,2016/8/6|23:18:31.155
0,0,0,-19,0,-32,-672,-834,-718,2016/8/6|23:18:31.165
0,0,0,-15,0,-30,-687,-834,-721,2016/8/6|23:18:31.191
0,0,0,-7,0,-17,-705,-834,-723,2016/8/6|23:18:31.197
0,0,0,0,0,-12,-720,-834,-724,2016/8/6|23:18:31.211
0,0,0,0,0,-4,-726,-730,-722,2016/8/6|23:18:31.224
0,0,0,8,0,-2,-729,-730,-719,2016/8/6|23:18:31.247
0,0,0,16,0,2,-735,-938,-719,2016/8/6|23:18:31.255
0,0,0,20,0,5,-744,-938,-719,2016/8/6|23:18:31.271
0,0,0,26,0,10,-750,-834,-717,2016/8/6|23:18:31.283
0,0,0,29,0,13,-756,-834,-714,2016/8/6|23:18:31.303
0,0,0,35,0,18,-762,-730,-709,2016/8/6|23:18:31.314
0,0,0,37,0,20,-766,-730,-704,2016/8/6|23:18:31.325
0,0,0,41,0,25,-771,-730,-698,2016/8/6|23:18:31.365
0,0,0,43,0,27,-775,-730,-692,2016/8/6|23:18:31.374
0,0,0,45,0,31,-771,-417,-681,2016/8/6|23:18:31.398
0,0,0,46,0,33,-759,-417,-668,2016/8/6|23:18:31.414
0,0,0,48,0,36,-750,-730,-659,2016/8/6|23:18:31.418
0,0,0,48,0,38,-749,-730,-653,2016/8/6|23:18:31.436
0,0,0,49,0,41,-753,-730,-647,2016/8/6|23:18:31.467
0,0,0,49,0,42,-756,-730,-642,2016/8/6|23:18:31.467
0,0,0,49,0,44,-759,-834,-638,2016/8/6|23:18:31.483
0,0,0,49,0,44,-762,-834,-635,2016/8/6|23:18:31.496
0,0,0,49,0,45,-765,-938,-634,2016/8/6|23:18:31.511
0,0,0,49,0,45,-770,-938,-634,2016/8/6|23:18:31.516
0,0,0,49,0,45,-759,-417,-627,2016/8/6|23:18:31.531
0,0,0,49,0,45,-741,-417,-616,2016/8/6|23:18:31.552
0,0,0,48,0,45,-726,-521,-606,2016/8/6|23:18:31.565
0,0,0,48,0,44,-714,-521,-598,2016/8/6|23:18:31.579
0,0,0,48,0,44,-702,-417,-588,2016/8/6|23:18:31.586
0,0,0,48,0,44,-686,-417,-578,2016/8/6|23:18:31.617
0,0,0,48,0,44,-667,-521,-569,2016/8/6|23:18:31.617
0,0,0,47,0,44,-650,-521,-561,2016/8/6|23:18:31.630
0,0,0,47,0,44,-637,-521,-553,2016/8/6|23:18:31.647
0,0,0,47,0,44,-625,-521,-546,2016/8/6|23:18:31.660
0,0,0,47,0,44,-610,-312,-535,2016/8/6|23:18:31.679
0,0,0,47,0,44,-592,-312,-524,2016/8/6|23:18:31.691
0,0,0,47,0,45,-571,-209,-510,2016/8/6|23:18:31.707
0,0,0,47,0,45,-553,-209,-496,2016/8/6|23:18:31.718
0,0,0,47,0,46,-556,-625,-489,2016/8/6|23:18:31.734
0,0,0,47,0,46,-561,-625,-484,2016/8/6|23:18:31.751
0,0,0,47,0,47,-553,-521,-479,2016/8/6|23:18:31.783
0,0,0,47,0,47,-544,-521,-472,2016/8/6|23:18:31.783
0,0,0,47,0,47,-532,-417,-465,2016/8/6|23:18:31.807
0,0,0,47,0,47,-518,-417,-457,2016/8/6|23:18:31.807
0,0,0,47,0,47,-497,-312,-447,2016/8/6|23:18:31.844
0,0,0,47,0,47,-473,-312,-437,2016/8/6|23:18:31.861
0,0,0,47,0,47,-446,-312,-426,2016/8/6|23:18:31.869
0,0,0,47,0,48,-427,-312,-416,2016/8/6|23:18:31.900
0,0,0,47,0,48,-422,-312,-406,2016/8/6|23:18:31.900
0,0,0,47,0,48,-416,-312,-397,2016/8/6|23:18:31.916
0,0,0,47,0,49,-416,-625,-392,2016/8/6|23:18:31.929
0,0,0,47,0,49,-422,-625,-389,2016/8/6|23:18:31.945
0,0,0,47,0,50,-425,-417,-384,2016/8/6|23:18:31.958
0,0,0,47,0,50,-424,-417,-377,2016/8/6|23:18:31.973
0,0,0,47,0,49,-410,-104,-366,2016/8/6|23:18:31.999
0,0,0,47,0,49,-392,-104,-353,2016/8/6|23:18:32.0
0,0,0,47,0,49,-377,-209,-342,2016/8/6|23:18:32.17
0,0,0,47,0,49,-367,-209,-331,2016/8/6|23:18:32.23
0,0,0,47,0,50,-369,-417,-324,2016/8/6|23:18:32.58
0,0,0,47,0,50,-375,-417,-318,2016/8/6|23:18:32.77
0,0,0,47,0,50,-378,-209,-310,2016/8/6|23:18:32.78
0,0,0,47,0,50,-372,-209,-300,2016/8/6|23:18:32.84
0,0,0,47,0,50,-354,-209,-290,2016/8/6|23:18:32.96
0,0,0,47,0,50,-337,-209,-280,2016/8/6|23:18:32.115
0,0,0,48,0,51,-330,-417,-274,2016/8/6|23:18:32.128
0,0,0,48,0,51,-327,-417,-269,2016/8/6|23:18:32.143
0,0,0,49,0,51,-321,-209,-261,2016/8/6|23:18:32.165
0,0,0,49,0,52,-314,-209,-252,2016/8/6|23:18:32.169
0,0,0,51,0,52,-315,-417,-245,2016/8/6|23:18:32.188
0,0,0,52,0,53,-320,-417,-240,2016/8/6|23:18:32.226
0,0,0,53,0,54,-321,-312,-234,2016/8/6|23:18:32.226
0,0,0,54,0,54,-321,-312,-227,2016/8/6|23:18:32.227
0,0,0,54,0,55,-321,-312,-220,2016/8/6|23:18:32.247
0,0,0,54,0,56,-317,-312,-214,2016/8/6|23:18:32.282
0,0,0,53,0,56,-297,-104,-205,2016/8/6|23:18:32.282
0,0,0,51,0,56,-278,-104,-196,2016/8/6|23:18:32.300
0,0,0,46,0,54,-265,-104,-188,2016/8/6|23:18:32.324
0,0,0,42,0,53,-256,-104,-181,2016/8/6|23:18:32.330
0,0,0,33,0,49,-262,-312,-179,2016/8/6|23:18:32.351
0,0,0,28,0,47,-269,-312,-180,2016/8/6|23:18:32.365
0,0,0,17,0,40,-273,-312,-182,2016/8/6|23:18:32.379
0,0,0,12,0,32,-275,-312,-185,2016/8/6|23:18:32.391
0,0,0,0,0,16,-267,-209,-189,2016/8/6|23:18:32.417
0,0,0,0,0,9,-261,-209,-192,2016/8/6|23:18:32.427
0,0,0,-12,0,3,-258,-104,-195,2016/8/6|23:18:32.436
0,0,0,-16,0,0,-254,-104,-198,2016/8/6|23:18:32.468
0,0,0,-23,0,-7,-258,-417,-206,2016/8/6|23:18:32.476
0,0,0,-25,0,-10,-264,-417,-216,2016/8/6|23:18:32.482
0,0,0,-30,0,-16,-264,-417,-227,2016/8/6|23:18:32.509
0,0,0,-31,0,-19,-267,-417,-237,2016/8/6|23:18:32.527
0,0,0,-34,0,-24,-270,-209,-245,2016/8/6|23:18:32.527
0,0,0,-36,0,-27,-267,-209,-252,2016/8/6|23:18:32.535
0,0,0,-38,0,-31,-267,-521,-263,2016/8/6|23:18:32.552
0,0,0,-39,0,-34,-273,-521,-277,2016/8/6|23:18:32.564
0,0,0,-42,0,-38,-276,-312,-288,2016/8/6|23:18:32.580
0,0,0,-43,0,-40,-276,-312,-297,2016/8/6|23:18:32.592
0,0,0,-46,0,-44,-282,-521,-310,2016/8/6|23:18:32.606
0,0,0,-47,0,-46,-294,-521,-324,2016/8/6|23:18:32.623
0,0,0,-49,0,-50,-312,-521,-338,2016/8/6|23:18:32.641
0,0,0,-49,0,-52,-330,-521,-352,2016/8/6|23:18:32.654
0,0,0,-50,0,-56,-354,-730,-370,2016/8/6|23:18:32.665
0,0,0,-50,0,-57,-378,-730,-388,2016/8/6|23:18:32.693
0,0,0,-50,0,-60,-387,-417,-402,2016/8/6|23:18:32.704
0,0,0,-50,0,-62,-391,-417,-413,2016/8/6|23:18:32.709
0,0,0,-49,0,-64,-390,-209,-421,2016/8/6|23:18:32.725
0,0,0,-48,0,-65,-387,-209,-426,2016/8/6|23:18:32.761
0,0,0,-46,0,-66,-393,-417,-434,2016/8/6|23:18:32.761
0,0,0,-45,0,-65,-403,-417,-442,2016/8/6|23:18:32.780
0,0,0,-42,0,-65,-422,-625,-454,2016/8/6|23:18:32.796
0,0,0,-41,0,-64,-440,-625,-466,2016/8/6|23:18:32.816
0,0,0,-38,0,-63,-446,-521,-476,2016/8/6|23:18:32.833
0,0,0,-36,0,-62,-451,-521,-485,2016/8/6|23:18:32.854
0,0,0,-34,0,-60,-455,-521,-494,2016/8/6|23:18:32.872
0,0,0,-32,0,-59,-463,-521,-502,2016/8/6|23:18:32.876
0,0,0,-30,0,-57,-479,-625,-511,2016/8/6|23:18:32.891
0,0,0,-29,0,-56,-492,-625,-520,2016/8/6|23:18:32.913
0,0,0,-27,0,-54,-491,-417,-526,2016/8/6|23:18:32.930
0,0,0,-26,0,-53,-489,-417,-531,2016/8/6|23:18:32.939
0,0,0,-24,0,-51,-500,-625,-537,2016/8/6|23:18:32.953
0,0,0,-23,0,-50,-510,-625,-546,2016/8/6|23:18:32.976
0,0,0,-22,0,-48,-515,-625,-554,2016/8/6|23:18:32.976
0,0,0,-21,0,-47,-519,-625,-561,2016/8/6|23:18:32.996
0,0,0,-20,0,-46,-524,-625,-569,2016/8/6|23:18:33.1
0,0,0,-20,0,-45,-525,-625,-576,2016/8/6|23:18:33.16
0,0,0,-19,0,-44,-524,-730,-584,2016/8/6|23:18:33.36
0,0,0,-19,0,-43,-528,-730,-594,2016/8/6|23:18:33.45
0,0,0,-19,0,-42,-538,-625,-601,2016/8/6|23:18:33.72
0,0,0,-19,0,-42,-550,-625,-608,2016/8/6|23:18:33.74
0,0,0,-19,0,-42,-562,-417,-612,2016/8/6|23:18:33.97
0,0,0,-19,0,-42,-568,-417,-613,2016/8/6|23:18:33.103
0,0,0,-20,0,-42,-571,-521,-617,2016/8/6|23:18:33.115
0,0,0,-20,0,-41,-573,-521,-621,2016/8/6|23:18:33.138
0,0,0,-21,0,-41,-565,-417,-623,2016/8/6|23:18:33.158
0,0,0,-21,0,-41,-558,-417,-625,2016/8/6|23:18:33.164
0,0,0,-22,0,-41,-556,-521,-628,2016/8/6|23:18:33.173
0,0,0,-22,0,-41,-556,-521,-631,2016/8/6|23:18:33.197
0,0,0,-23,0,-41,-559,-625,-636,2016/8/6|23:18:33.214
0,0,0,-23,0,-41,-562,-625,-642,2016/8/6|23:18:33.219
0,0,0,-23,0,-40,-565,-730,-649,2016/8/6|23:18:33.235
0,0,0,-23,0,-40,-573,-730,-657,2016/8/6|23:18:33.251
0,0,0,-23,0,-40,-580,-521,-662,2016/8/6|23:18:33.301
0,0,0,-24,0,-40,-582,-521,-665,2016/8/6|23:18:33.301
0,0,0,-24,0,-40,-580,-625,-669,2016/8/6|23:18:33.323
0,0,0,-24,0,-40,-580,-625,-674,2016/8/6|23:18:33.326
0,0,0,-24,0,-40,-583,-730,-680,2016/8/6|23:18:33.338
0,0,0,-24,0,-40,-588,-730,-687,2016/8/6|23:18:33.366
0,0,0,-24,0,-39,-589,-625,-692,2016/8/6|23:18:33.369
0,0,0,-24,0,-39,-588,-625,-696,2016/8/6|23:18:33.385
0,0,0,-24,0,-39,-583,-625,-700,2016/8/6|23:18:33.398
0,0,0,-24,0,-39,-580,-625,-704,2016/8/6|23:18:33.431
0,0,0,-24,0,-38,-583,-730,-709,2016/8/6|23:18:33.432
0,0,0,-24,0,-38,-591,-730,-715,2016/8/6|23:18:33.449
0,0,0,-24,0,-37,-613,-1042,-725,2016/8/6|23:18:33.457
0,0,0,-24,0,-37,-638,-1042,-738,2016/8/6|23:18:33.462
0,0,0,-23,0,-37,-655,-834,-747,2016/8/6|23:18:33.487
0,0,0,-23,0,-37,-669,-834,-754,2016/8/6|23:18:33.498
0,0,0,-23,0,-37,-678,-521,-757,2016/8/6|23:18:33.529
0,0,0,-23,0,-37,-681,-521,-757,2016/8/6|23:18:33.529
0,0,0,-23,0,-37,-696,-1042,-765,2016/8/6|23:18:33.547
0,0,0,-23,0,-36,-717,-1042,-776,2016/8/6|23:18:33.557
0,0,0,-23,0,-36,-732,-938,-786,2016/8/6|23:18:33.579
0,0,0,-23,0,-36,-744,-938,-795,2016/8/6|23:18:33.590
0,0,0,-22,0,-36,-753,-938,-804,2016/8/6|23:18:33.604
0,0,0,-22,0,-36,-765,-938,-812,2016/8/6|23:18:33.612
0,0,0,-22,0,-36,-783,-938,-821,2016/8/6|23:18:33.628
0,0,0,-22,0,-36,-799,-938,-829,2016/8/6|23:18:33.643
0,0,0,-22,0,-36,-809,-834,-835,2016/8/6|23:18:33.653
0,0,0,-22,0,-36,-817,-834,-841,2016/8/6|23:18:33.671
0,0,0,-21,0,-37,-821,-834,-846,2016/8/6|23:18:33.692
0,0,0,-21,0,-37,-827,-834,-851,2016/8/6|23:18:33.701
0,0,0,-21,0,-36,-833,-730,-854,2016/8/6|23:18:33.733
0,0,0,-20,0,-36,-838,-730,-856,2016/8/6|23:18:33.734
0,0,0,-20,0,-35,-854,-1147,-865,2016/8/6|23:18:33.763
0,0,0,-20,0,-35,-875,-1147,-876,2016/8/6|23:18:33.791
0,0,0,-19,0,-34,-893,-1147,-887,2016/8/6|23:18:33.792
0,0,0,-19,0,-34,-906,-1147,-897,2016/8/6|23:18:33.809
0,0,0,-18,0,-34,-905,-938,-905,2016/8/6|23:18:33.818
0,0,0,-18,0,-34,-903,-938,-911,2016/8/6|23:18:33.849
0,0,0,-17,0,-34,-905,-834,-915,2016/8/6|23:18:33.851
0,0,0,-17,0,-34,-909,-834,-918,2016/8/6|23:18:33.868
0,0,0,-16,0,-33,-929,-1042,-923,2016/8/6|23:18:33.879
0,0,0,-16,0,-33,-944,-1042,-930,2016/8/6|23:18:33.893
0,0,0,-15,0,-32,-944,-1042,-937,2016/8/6|23:18:33.909
0,0,0,-14,0,-31,-945,-1042,-943,2016/8/6|23:18:33.916
0,0,0,-14,0,-30,-941,-730,-945,2016/8/6|23:18:33.944
0,0,0,-13,0,-30,-932,-730,-944,2016/8/6|23:18:33.944
0,0,0,-13,0,-29,-929,-938,-946,2016/8/6|23:18:33.959
0,0,0,-12,0,-29,-929,-938,-949,2016/8/6|23:18:33.977
0,0,0,-12,0,-27,-932,-1042,-954,2016/8/6|23:18:34.2
0,0,0,-11,0,-27,-938,-1042,-959,2016/8/6|23:18:34.4
0,0,0,-11,0,-25,-944,-938,-962,2016/8/6|23:18:34.18
0,0,0,-11,0,-25,-948,-938,-965,2016/8/6|23:18:34.34
0,0,0,-10,0,-24,-961,-1250,-972,2016/8/6|23:18:34.64
0,0,0,-10,0,-23,-981,-1250,-981,2016/8/6|23:18:34.64
0,0,0,-10,0,-22,-1000,-1147,-989,2016/8/6|23:18:34.79
0,0,0,-10,0,-22,-1012,-1147,-995,2016/8/6|23:18:34.95
0,0,0,-9,0,-22,-1015,-1250,-1003,2016/8/6|23:18:34.107
0,0,0,-9,0,-22,-1019,-1250,-1012,2016/8/6|23:18:34.119
0,0,0,-9,0,-22,-1021,-1147,-1019,2016/8/6|23:18:34.135
0,0,0,-9,0,-22,-1024,-1147,-1026,2016/8/6|23:18:34.165
0,0,0,-9,0,-22,-1027,-938,-1029,2016/8/6|23:18:34.165
0,0,0,-9,0,-22,-1028,-938,-1030,2016/8/6|23:18:34.192
0,0,0,-9,0,-22,-1024,-625,-1027,2016/8/6|23:18:34.192
0,0,0,-9,0,-22,-1012,-625,-1021,2016/8/6|23:18:34.228
0,0,0,-10,0,-22,-1006,-1042,-1021,2016/8/6|23:18:34.246
0,0,0,-10,0,-21,-1006,-1042,-1024,2016/8/6|23:18:34.248
0,0,0,-10,0,-20,-1006,-1042,-1027,2016/8/6|23:18:34.289
0,0,0,-10,0,-20,-1010,-1042,-1030,2016/8/6|23:18:34.289
0,0,0,-10,0,-19,-1024,-1042,-1032,2016/8/6|23:18:34.306
0,0,0,-10,0,-19,-1034,-1042,-1035,2016/8/6|23:18:34.318
0,0,0,-9,0,-18,-1036,-938,-1035,2016/8/6|23:18:34.327
0,0,0,-9,0,-17,-1034,-938,-1035,2016/8/6|23:18:34.345
0,0,0,-7,0,-16,-1036,-1147,-1037,2016/8/6|23:18:34.360
0,0,0,-7,0,-15,-1042,-1147,-1041,2016/8/6|23:18:34.381
0,0,0,-5,0,-12,-1054,-1250,-1045,2016/8/6|23:18:34.399
0,0,0,0,0,-10,-1062,-1250,-1050,2016/8/6|23:18:34.400
0,0,0,0,0,-6,-1068,-1460,-1058,2016/8/6|23:18:34.412
0,0,0,0,0,-4,-1079,-1460,-1067,2016/8/6|23:18:34.422
0,0,0,0,0,-2,-1083,-1147,-1071,2016/8/6|23:18:34.450
0,0,0,5,0,-1,-1082,-1147,-1072,2016/8/6|23:18:34.452
0,0,0,9,0,0,-1080,-1250,-1074,2016/8/6|23:18:34.472
0,0,0,10,0,0,-1082,-1250,-1077,2016/8/6|23:18:34.502
0,0,0,14,0,4,-1080,-1042,-1076,2016/8/6|23:18:34.502
0,0,0,16,0,5,-1079,-1042,-1073,2016/8/6|23:18:34.516
