ACCx,ACCy,ACCz,GYROx,GYROy,GYROz,Magx,Magy,Magz,时间[yyyy-mm-dd|hh:mm:ss.ss]
加速度分辨率: 16384LBS/g,陀螺仪分辨率: 32.8LBS/dps
0,0,0,-21,0,-6,-456,-520,-475,2016/8/6|23:11:59.115
0,0,0,-22,0,-6,-452,-520,-477,2016/8/6|23:11:59.138
0,0,0,-22,0,-6,-450,-520,-479,2016/8/6|23:11:59.140
0,0,0,-22,0,-6,-449,-312,-478,2016/8/6|23:11:59.156
0,0,0,-23,0,-6,-441,-312,-475,2016/8/6|23:11:59.169
0,0,0,-23,0,-6,-425,-208,-471,2016/8/6|23:11:59.192
0,0,0,-23,0,-6,-410,-208,-466,2016/8/6|23:11:59.205
0,0,0,-22,0,-4,-404,-312,-462,2016/8/6|23:11:59.211
0,0,0,-22,0,-3,-399,-312,-459,2016/8/6|23:11:59.231
0,0,0,-20,0,-1,-404,-625,-461,2016/8/6|23:11:59.243
0,0,0,-20,0,-1,-416,-625,-465,2016/8/6|23:11:59.280
0,0,0,-19,0,0,-434,-625,-469,2016/8/6|23:11:59.280
0,0,0,-19,0,0,-447,-625,-473,2016/8/6|23:11:59.299
0,0,0,-19,0,0,-448,-520,-475,2016/8/6|23:11:59.301
0,0,0,-19,0,0,-450,-520,-477,2016/8/6|23:11:59.317
0,0,0,-19,0,0,-457,-625,-480,2016/8/6|23:11:59.335
0,0,0,-20,0,-1,-465,-625,-484,2016/8/6|23:11:59.351
0,0,0,-20,0,-3,-463,-417,-485,2016/8/6|23:11:59.362
0,0,0,-20,0,-4,-462,-417,-485,2016/8/6|23:11:59.400
0,0,0,-21,0,-5,-463,-312,-482,2016/8/6|23:11:59.400
0,0,0,-21,0,-5,-460,-312,-479,2016/8/6|23:11:59.420
0,0,0,-21,0,-5,-449,-208,-475,2016/8/6|23:11:59.436
0,0,0,-21,0,-3,-435,-208,-469,2016/8/6|23:11:59.448
0,0,0,-20,0,-2,-431,-520,-468,2016/8/6|23:11:59.475
0,0,0,-20,0,-1,-431,-520,-470,2016/8/6|23:11:59.491
0,0,0,-18,0,0,-425,-312,-468,2016/8/6|23:11:59.496
0,0,0,-18,0,0,-419,-312,-465,2016/8/6|23:11:59.506
0,0,0,-16,0,0,-431,-730,-468,2016/8/6|23:11:59.534
0,0,0,-16,0,0,-450,-730,-474,2016/8/6|23:11:59.548
0,0,0,-15,0,0,-461,-312,-474,2016/8/6|23:11:59.548
0,0,0,-15,0,0,-464,-312,-471,2016/8/6|23:11:59.563
0,0,0,-15,0,0,-467,-417,-469,2016/8/6|23:11:59.585
0,0,0,-15,0,0,-467,-417,-468,2016/8/6|23:11:59.599
0,0,0,-15,0,0,-455,-312,-465,2016/8/6|23:11:59.610
0,0,0,-14,0,0,-441,-312,-462,2016/8/6|23:11:59.618
0,0,0,-13,0,0,-425,-208,-457,2016/8/6|23:11:59.635
0,0,0,-13,0,0,-409,-208,-451,2016/8/6|23:11:59.652
0,0,0,-11,0,0,-407,-625,-452,2016/8/6|23:11:59.662
0,0,0,-11,0,0,-410,-625,-455,2016/8/6|23:11:59.688
0,0,0,-10,0,0,-401,-312,-454,2016/8/6|23:11:59.705
0,0,0,-9,0,0,-391,-312,-450,2016/8/6|23:11:59.742
0,0,0,-9,0,0,-395,-625,-451,2016/8/6|23:11:59.743
0,0,0,-8,0,0,-406,-625,-455,2016/8/6|23:11:59.745
0,0,0,-8,0,0,-419,-625,-459,2016/8/6|23:11:59.763
0,0,0,-8,0,0,-434,-625,-462,2016/8/6|23:11:59.765
0,0,0,-8,0,0,-446,-417,-463,2016/8/6|23:11:59.780
0,0,0,-8,0,0,-450,-417,-462,2016/8/6|23:11:59.804
0,0,0,-9,0,0,-443,-312,-459,2016/8/6|23:11:59.815
0,0,0,-9,0,0,-437,-312,-456,2016/8/6|23:11:59.822
0,0,0,-9,0,0,-446,-625,-457,2016/8/6|23:11:59.842
0,0,0,-9,0,0,-453,-625,-460,2016/8/6|23:11:59.853
0,0,0,-9,0,0,-446,-520,-463,2016/8/6|23:11:59.886
0,0,0,-10,0,0,-443,-520,-464,2016/8/6|23:11:59.904
0,0,0,-10,0,0,-446,-312,-462,2016/8/6|23:11:59.913
0,0,0,-10,0,0,-444,-312,-459,2016/8/6|23:11:59.946
0,0,0,-11,0,0,-440,-312,-455,2016/8/6|23:11:59.948
0,0,0,-11,0,0,-437,-312,-452,2016/8/6|23:11:59.964
0,0,0,-10,0,0,-437,-312,-448,2016/8/6|23:11:59.975
0,0,0,-10,0,0,-438,-312,-445,2016/8/6|23:11:59.991
0,0,0,-9,0,0,-449,-520,-444,2016/8/6|23:12:00.9
0,0,0,-8,0,0,-456,-520,-445,2016/8/6|23:12:00.24
0,0,0,-7,0,0,-449,-417,-445,2016/8/6|23:12:00.30
0,0,0,-7,0,0,-444,-417,-444,2016/8/6|23:12:00.39
0,0,0,-6,0,0,-452,-520,-444,2016/8/6|23:12:00.59
0,0,0,-6,0,0,-456,-520,-446,2016/8/6|23:12:00.84
0,0,0,-5,0,0,-446,-312,-444,2016/8/6|23:12:00.84
0,0,0,-5,0,0,-432,-312,-440,2016/8/6|23:12:00.105
0,0,0,0,0,0,-422,-417,-438,2016/8/6|23:12:00.117
0,0,0,0,0,0,-416,-417,-437,2016/8/6|23:12:00.129
0,0,0,0,0,0,-416,-417,-436,2016/8/6|23:12:00.145
0,0,0,0,0,0,-417,-417,-435,2016/8/6|23:12:00.160
0,0,0,0,0,0,-422,-417,-434,2016/8/6|23:12:00.175
0,0,0,0,0,0,-422,-417,-432,2016/8/6|23:12:00.187
0,0,0,0,0,2,-413,-417,-431,2016/8/6|23:12:00.209
0,0,0,0,0,3,-406,-417,-430,2016/8/6|23:12:00.223
0,0,0,0,0,4,-410,-730,-434,2016/8/6|23:12:00.237
0,0,0,0,0,4,-422,-730,-440,2016/8/6|23:12:00.248
0,0,0,0,0,3,-428,-312,-439,2016/8/6|23:12:00.258
0,0,0,0,0,2,-428,-312,-436,2016/8/6|23:12:00.284
0,0,0,0,0,1,-431,-417,-434,2016/8/6|23:12:00.300
0,0,0,0,0,0,-435,-417,-433,2016/8/6|23:12:00.302
0,0,0,0,0,0,-446,-625,-435,2016/8/6|23:12:00.335
0,0,0,0,0,0,-456,-625,-439,2016/8/6|23:12:00.346
0,0,0,0,0,0,-452,-312,-438,2016/8/6|23:12:00.349
0,0,0,0,0,0,-444,-312,-435,2016/8/6|23:12:00.400
0,0,0,0,0,0,-443,-417,-433,2016/8/6|23:12:00.400
0,0,0,0,0,0,-442,-417,-432,2016/8/6|23:12:00.414
0,0,0,0,0,0,-434,-312,-430,2016/8/6|23:12:00.419
0,0,0,0,0,0,-428,-312,-426,2016/8/6|23:12:00.433
0,0,0,0,0,0,-434,-520,-426,2016/8/6|23:12:00.461
0,0,0,0,0,0,-442,-520,-427,2016/8/6|23:12:00.469
0,0,0,0,0,0,-437,-208,-424,2016/8/6|23:12:00.487
0,0,0,0,0,0,-428,-208,-419,2016/8/6|23:12:00.509
0,0,0,0,0,1,-428,-520,-418,2016/8/6|23:12:00.509
0,0,0,0,0,2,-432,-520,-419,2016/8/6|23:12:00.520
0,0,0,0,0,4,-434,-417,-419,2016/8/6|23:12:00.545
0,0,0,0,0,4,-434,-417,-418,2016/8/6|23:12:00.551
0,0,0,5,0,5,-428,-208,-414,2016/8/6|23:12:00.562
0,0,0,5,0,5,-415,-208,-408,2016/8/6|23:12:00.580
0,0,0,6,0,5,-398,-417,-406,2016/8/6|23:12:00.596
0,0,0,7,0,6,-391,-417,-405,2016/8/6|23:12:00.607
0,0,0,8,0,7,-398,-520,-405,2016/8/6|23:12:00.630
0,0,0,9,0,7,-406,-520,-407,2016/8/6|23:12:00.638
0,0,0,9,0,7,-407,-417,-406,2016/8/6|23:12:00.653
0,0,0,10,0,7,-404,-417,-406,2016/8/6|23:12:00.664
0,0,0,10,0,7,-398,-520,-406,2016/8/6|23:12:00.701
0,0,0,10,0,7,-398,-520,-408,2016/8/6|23:12:00.701
0,0,0,10,0,7,-404,-417,-408,2016/8/6|23:12:00.711
0,0,0,10,0,6,-407,-417,-407,2016/8/6|23:12:00.740
0,0,0,9,0,6,-407,-417,-406,2016/8/6|23:12:00.758
0,0,0,9,0,6,-408,-417,-406,2016/8/6|23:12:00.758
0,0,0,9,0,6,-413,-417,-405,2016/8/6|23:12:00.779
0,0,0,8,0,6,-415,-417,-404,2016/8/6|23:12:00.787
0,0,0,8,0,6,-410,-417,-404,2016/8/6|23:12:00.819
0,0,0,7,0,6,-410,-417,-403,2016/8/6|23:12:00.819
0,0,0,7,0,6,-425,-625,-406,2016/8/6|23:12:00.844
0,0,0,6,0,6,-438,-625,-410,2016/8/6|23:12:00.857
0,0,0,6,0,5,-443,-625,-414,2016/8/6|23:12:00.894
0,0,0,6,0,4,-449,-625,-418,2016/8/6|23:12:00.894
0,0,0,5,0,2,-449,-312,-418,2016/8/6|23:12:00.905
0,0,0,5,0,1,-447,-312,-415,2016/8/6|23:12:00.916
0,0,0,0,0,0,-464,-730,-419,2016/8/6|23:12:00.929
0,0,0,0,0,0,-483,-730,-425,2016/8/6|23:12:00.956
0,0,0,0,0,0,-488,-417,-428,2016/8/6|23:12:00.966
0,0,0,0,0,0,-486,-417,-427,2016/8/6|23:12:00.975
0,0,0,0,0,0,-479,-312,-426,2016/8/6|23:12:00.991
0,0,0,0,0,0,-471,-312,-423,2016/8/6|23:12:01.1
0,0,0,0,0,0,-470,-417,-422,2016/8/6|23:12:01.18
0,0,0,0,0,0,-468,-417,-422,2016/8/6|23:12:01.25
0,0,0,0,0,0,-467,-520,-423,2016/8/6|23:12:01.43
0,0,0,0,0,0,-468,-520,-425,2016/8/6|23:12:01.60
0,0,0,0,0,0,-476,-625,-429,2016/8/6|23:12:01.74
0,0,0,0,0,0,-485,-625,-433,2016/8/6|23:12:01.92
0,0,0,0,0,0,-497,-730,-439,2016/8/6|23:12:01.102
0,0,0,0,0,0,-510,-730,-446,2016/8/6|23:12:01.121
0,0,0,0,0,0,-509,-208,-445,2016/8/6|23:12:01.137
0,0,0,0,0,0,-500,-208,-440,2016/8/6|23:12:01.148
0,0,0,0,0,0,-494,-312,-437,2016/8/6|23:12:01.163
0,0,0,0,0,0,-486,-312,-435,2016/8/6|23:12:01.195
0,0,0,0,0,0,-470,-208,-431,2016/8/6|23:12:01.195
0,0,0,0,0,0,-452,-208,-426,2016/8/6|23:12:01.203
0,0,0,0,0,0,-446,-625,-427,2016/8/6|23:12:01.220
0,0,0,0,0,0,-450,-625,-431,2016/8/6|23:12:01.240
0,0,0,0,0,0,-449,-104,-428,2016/8/6|23:12:01.250
0,0,0,0,0,0,-434,-104,-420,2016/8/6|23:12:01.271
0,0,0,0,0,0,-416,-417,-418,2016/8/6|23:12:01.278
0,0,0,0,0,0,-407,-417,-417,2016/8/6|23:12:01.302
0,0,0,0,0,0,-404,-312,-415,2016/8/6|23:12:01.327
0,0,0,5,0,0,-401,-312,-413,2016/8/6|23:12:01.342
0,0,0,6,0,0,-407,-520,-413,2016/8/6|23:12:01.354
0,0,0,7,0,0,-415,-520,-415,2016/8/6|23:12:01.366
0,0,0,8,0,0,-422,-625,-418,2016/8/6|23:12:01.395
0,0,0,8,0,0,-429,-625,-422,2016/8/6|23:12:01.399
0,0,0,8,0,0,-431,-520,-425,2016/8/6|23:12:01.408
0,0,0,7,0,0,-429,-520,-427,2016/8/6|23:12:01.441
0,0,0,7,0,0,-422,-417,-428,2016/8/6|23:12:01.453
0,0,0,6,0,0,-412,-417,-427,2016/8/6|23:12:01.460
0,0,0,6,0,0,-404,-625,-430,2016/8/6|23:12:01.469
0,0,0,6,0,0,-407,-625,-435,2016/8/6|23:12:01.478
0,0,0,5,0,0,-407,0,-430,2016/8/6|23:12:01.499
0,0,0,5,0,0,-397,0,-420,2016/8/6|23:12:01.508
0,0,0,5,0,0,-395,-417,-417,2016/8/6|23:12:01.523
0,0,0,5,0,0,-401,-417,-416,2016/8/6|23:12:01.550
0,0,0,6,0,0,-410,-417,-416,2016/8/6|23:12:01.557
0,0,0,7,0,0,-413,-417,-416,2016/8/6|23:12:01.572
0,0,0,8,0,0,-398,-208,-412,2016/8/6|23:12:01.585
0,0,0,8,0,0,-388,-208,-407,2016/8/6|23:12:01.595
0,0,0,9,0,0,-395,-312,-404,2016/8/6|23:12:01.616
0,0,0,10,0,0,-400,-312,-401,2016/8/6|23:12:01.625
0,0,0,11,0,1,-401,-520,-401,2016/8/6|23:12:01.641
0,0,0,12,0,2,-407,-520,-403,2016/8/6|23:12:01.657
0,0,0,12,0,3,-416,-520,-405,2016/8/6|23:12:01.676
0,0,0,13,0,2,-422,-520,-407,2016/8/6|23:12:01.684
0,0,0,13,0,1,-416,-312,-406,2016/8/6|23:12:01.699
0,0,0,12,0,1,-406,-312,-403,2016/8/6|23:12:01.715
0,0,0,12,0,0,-398,-520,-403,2016/8/6|23:12:01.745
0,0,0,12,0,0,-395,-520,-405,2016/8/6|23:12:01.747
0,0,0,12,0,0,-392,-417,-406,2016/8/6|23:12:01.761
0,0,0,11,0,0,-389,-417,-406,2016/8/6|23:12:01.778
0,0,0,11,0,0,-389,-417,-406,2016/8/6|23:12:01.794
0,0,0,10,0,0,-386,-417,-405,2016/8/6|23:12:01.821
0,0,0,10,0,0,-374,-312,-404,2016/8/6|23:12:01.829
0,0,0,10,0,0,-370,-312,-401,2016/8/6|23:12:01.849
0,0,0,9,0,0,-392,-625,-403,2016/8/6|23:12:01.865
0,0,0,9,0,0,-413,-625,-408,2016/8/6|23:12:01.881
0,0,0,8,0,0,-419,-520,-411,2016/8/6|23:12:01.890
0,0,0,8,0,0,-423,-520,-413,2016/8/6|23:12:01.932
0,0,0,7,0,0,-422,-312,-412,2016/8/6|23:12:01.945
0,0,0,7,0,0,-420,-312,-410,2016/8/6|23:12:01.945
0,0,0,6,0,0,-422,-208,-406,2016/8/6|23:12:01.951
0,0,0,6,0,0,-420,-208,-401,2016/8/6|23:12:01.956
0,0,0,6,0,0,-419,-312,-398,2016/8/6|23:12:01.977
0,0,0,6,0,0,-416,-312,-395,2016/8/6|23:12:01.989
0,0,0,7,0,0,-407,-312,-393,2016/8/6|23:12:02.5
0,0,0,7,0,0,-398,-312,-390,2016/8/6|23:12:02.35
0,0,0,8,0,0,-395,-520,-391,2016/8/6|23:12:02.35
0,0,0,9,0,0,-398,-520,-393,2016/8/6|23:12:02.47
0,0,0,10,0,0,-398,-208,-390,2016/8/6|23:12:02.75
0,0,0,10,0,0,-390,-208,-385,2016/8/6|23:12:02.78
0,0,0,11,0,1,-389,-625,-387,2016/8/6|23:12:02.96
0,0,0,11,0,2,-395,-625,-391,2016/8/6|23:12:02.107
0,0,0,12,0,3,-398,-417,-393,2016/8/6|23:12:02.123
0,0,0,12,0,2,-398,-417,-393,2016/8/6|23:12:02.150
0,0,0,12,0,1,-392,-208,-390,2016/8/6|23:12:02.151
0,0,0,11,0,1,-385,-208,-385,2016/8/6|23:12:02.165
0,0,0,11,0,0,-392,-625,-386,2016/8/6|23:12:02.184
0,0,0,11,0,0,-401,-625,-391,2016/8/6|23:12:02.196
0,0,0,11,0,0,-395,-417,-393,2016/8/6|23:12:02.210
0,0,0,11,0,0,-388,-417,-393,2016/8/6|23:12:02.227
0,0,0,10,0,0,-386,-520,-394,2016/8/6|23:12:02.246
0,0,0,10,0,0,-389,-520,-397,2016/8/6|23:12:02.266
0,0,0,9,0,0,-395,-417,-398,2016/8/6|23:12:02.269
0,0,0,9,0,0,-401,-417,-398,2016/8/6|23:12:02.298
0,0,0,8,0,0,-404,-208,-395,2016/8/6|23:12:02.317
0,0,0,8,0,0,-403,-208,-391,2016/8/6|23:12:02.317
0,0,0,8,0,0,-404,-417,-389,2016/8/6|23:12:02.338
0,0,0,8,0,0,-409,-417,-389,2016/8/6|23:12:02.367
0,0,0,8,0,0,-413,-417,-389,2016/8/6|23:12:02.374
0,0,0,7,0,0,-415,-417,-390,2016/8/6|23:12:02.390
0,0,0,7,0,0,-407,-312,-388,2016/8/6|23:12:02.409
0,0,0,7,0,0,-403,-312,-386,2016/8/6|23:12:02.434
0,0,0,7,0,0,-404,-208,-382,2016/8/6|23:12:02.435
0,0,0,7,0,0,-398,-208,-378,2016/8/6|23:12:02.452
0,0,0,7,0,0,-383,-312,-375,2016/8/6|23:12:02.466
0,0,0,7,0,0,-373,-312,-372,2016/8/6|23:12:02.474
0,0,0,8,0,2,-374,-520,-373,2016/8/6|23:12:02.496
0,0,0,8,0,3,-382,-520,-376,2016/8/6|23:12:02.509
0,0,0,9,0,4,-392,-417,-377,2016/8/6|23:12:02.513
0,0,0,9,0,4,-395,-417,-377,2016/8/6|23:12:02.530
0,0,0,9,0,2,-383,-312,-375,2016/8/6|23:12:02.542
0,0,0,9,0,1,-373,-312,-373,2016/8/6|23:12:02.557
0,0,0,9,0,0,-374,-520,-374,2016/8/6|23:12:02.571
0,0,0,9,0,0,-377,-520,-377,2016/8/6|23:12:02.586
0,0,0,8,0,0,-374,-417,-378,2016/8/6|23:12:02.599
0,0,0,8,0,0,-371,-417,-378,2016/8/6|23:12:02.631
0,0,0,7,0,0,-368,-312,-377,2016/8/6|23:12:02.639
0,0,0,7,0,0,-367,-312,-375,2016/8/6|23:12:02.645
0,0,0,6,0,0,-374,-417,-375,2016/8/6|23:12:02.666
0,0,0,6,0,0,-380,-417,-375,2016/8/6|23:12:02.678
0,0,0,6,0,0,-380,-417,-375,2016/8/6|23:12:02.688
0,0,0,5,0,0,-380,-417,-376,2016/8/6|23:12:02.712
0,0,0,5,0,0,-380,-417,-376,2016/8/6|23:12:02.722
0,0,0,0,0,0,-382,-417,-377,2016/8/6|23:12:02.735
0,0,0,0,0,0,-377,-104,-372,2016/8/6|23:12:02.766
0,0,0,0,0,0,-370,-104,-366,2016/8/6|23:12:02.766
0,0,0,0,0,0,-380,-625,-367,2016/8/6|23:12:02.794
0,0,0,0,0,0,-397,-625,-372,2016/8/6|23:12:02.810
0,0,0,0,0,0,-404,-417,-374,2016/8/6|23:12:02.826
0,0,0,0,0,0,-406,-417,-375,2016/8/6|23:12:02.834
0,0,0,0,0,0,-404,-520,-377,2016/8/6|23:12:02.853
0,0,0,0,0,0,-406,-520,-380,2016/8/6|23:12:02.885
0,0,0,0,0,0,-401,-208,-378,2016/8/6|23:12:02.885
0,0,0,0,0,0,-394,-208,-374,2016/8/6|23:12:02.911
0,0,0,0,0,0,-389,-208,-370,2016/8/6|23:12:02.923
0,0,0,0,0,0,-382,-208,-366,2016/8/6|23:12:02.924
0,0,0,0,0,0,-363,0,-358,2016/8/6|23:12:02.962
0,0,0,0,0,0,-342,0,-349,2016/8/6|23:12:02.963
0,0,0,0,0,1,-333,-312,-345,2016/8/6|23:12:02.963
0,0,0,0,0,3,-330,-312,-343,2016/8/6|23:12:02.980
0,0,0,0,0,5,-333,-417,-343,2016/8/6|23:12:02.993
0,0,0,5,0,6,-336,-417,-343,2016/8/6|23:12:03.10
0,0,0,5,0,7,-336,-417,-344,2016/8/6|23:12:03.38
0,0,0,6,0,7,-336,-417,-344,2016/8/6|23:12:03.39
0,0,0,6,0,7,-339,-520,-346,2016/8/6|23:12:03.54
0,0,0,6,0,7,-343,-520,-349,2016/8/6|23:12:03.67
0,0,0,6,0,7,-348,-520,-352,2016/8/6|23:12:03.97
0,0,0,5,0,6,-356,-520,-355,2016/8/6|23:12:03.101
0,0,0,5,0,4,-374,-520,-358,2016/8/6|23:12:03.112
0,0,0,5,0,3,-385,-520,-361,2016/8/6|23:12:03.138
0,0,0,0,0,1,-377,-417,-363,2016/8/6|23:12:03.145
0,0,0,0,0,1,-371,-417,-364,2016/8/6|23:12:03.155
0,0,0,0,0,0,-368,-312,-363,2016/8/6|23:12:03.171
0,0,0,0,0,0,-362,-312,-362,2016/8/6|23:12:03.184
0,0,0,0,0,0,-350,-208,-359,2016/8/6|23:12:03.199
0,0,0,0,0,0,-341,-208,-355,2016/8/6|23:12:03.212
0,0,0,0,0,0,-344,-312,-353,2016/8/6|23:12:03.231
0,0,0,0,0,0,-349,-312,-352,2016/8/6|23:12:03.259
0,0,0,0,0,0,-353,-312,-350,2016/8/6|23:12:03.275
0,0,0,0,0,0,-361,-312,-349,2016/8/6|23:12:03.297
0,0,0,0,0,0,-377,-417,-349,2016/8/6|23:12:03.308
0,0,0,0,0,0,-391,-417,-350,2016/8/6|23:12:03.317
0,0,0,0,0,0,-395,-417,-351,2016/8/6|23:12:03.334
0,0,0,0,0,0,-398,-417,-352,2016/8/6|23:12:03.346
0,0,0,0,0,0,-398,-417,-353,2016/8/6|23:12:03.368
0,0,0,0,0,0,-398,-417,-354,2016/8/6|23:12:03.379
0,0,0,0,0,0,-398,-417,-355,2016/8/6|23:12:03.399
0,0,0,0,0,0,-397,-417,-356,2016/8/6|23:12:03.399
0,0,0,0,0,0,-389,-312,-356,2016/8/6|23:12:03.413
0,0,0,0,0,0,-380,-312,-355,2016/8/6|23:12:03.434
0,0,0,0,0,0,-377,-520,-357,2016/8/6|23:12:03.449
0,0,0,0,0,0,-377,-520,-360,2016/8/6|23:12:03.461
0,0,0,0,0,0,-374,-417,-362,2016/8/6|23:12:03.476
0,0,0,0,0,0,-371,-417,-363,2016/8/6|23:12:03.489
0,0,0,0,0,0,-368,-312,-363,2016/8/6|23:12:03.506
0,0,0,0,0,0,-365,-312,-362,2016/8/6|23:12:03.519
0,0,0,0,0,0,-368,-417,-363,2016/8/6|23:12:03.531
0,0,0,0,0,0,-374,-417,-364,2016/8/6|23:12:03.554
0,0,0,0,0,0,-380,-312,-364,2016/8/6|23:12:03.563
0,0,0,-5,0,0,-383,-312,-363,2016/8/6|23:12:03.578
0,0,0,-5,0,0,-392,-625,-366,2016/8/6|23:12:03.588
0,0,0,-6,0,0,-406,-625,-372,2016/8/6|23:12:03.613
0,0,0,-6,0,0,-416,-520,-377,2016/8/6|23:12:03.620
0,0,0,-6,0,0,-424,-520,-381,2016/8/6|23:12:03.632
0,0,0,-7,0,0,-428,-520,-385,2016/8/6|23:12:03.667
0,0,0,-7,0,0,-432,-520,-388,2016/8/6|23:12:03.673
0,0,0,-8,0,-2,-437,-520,-392,2016/8/6|23:12:03.682
0,0,0,-8,0,-3,-441,-520,-396,2016/8/6|23:12:03.717
0,0,0,-8,0,-4,-437,-208,-395,2016/8/6|23:12:03.717
0,0,0,-9,0,-5,-428,-208,-392,2016/8/6|23:12:03.736
0,0,0,-9,0,-6,-422,-312,-391,2016/8/6|23:12:03.762
0,0,0,-9,0,-6,-419,-312,-390,2016/8/6|23:12:03.768
0,0,0,-9,0,-6,-416,-208,-387,2016/8/6|23:12:03.783
0,0,0,-9,0,-6,-408,-208,-384,2016/8/6|23:12:03.814
0,0,0,-9,0,-4,-401,-417,-384,2016/8/6|23:12:03.820
0,0,0,-9,0,-3,-398,-417,-385,2016/8/6|23:12:03.829
0,0,0,-9,0,-1,-401,-520,-388,2016/8/6|23:12:03.844
0,0,0,-9,0,-1,-407,-520,-392,2016/8/6|23:12:03.864
0,0,0,-9,0,0,-416,-520,-395,2016/8/6|23:12:03.871
0,0,0,-10,0,-1,-423,-520,-399,2016/8/6|23:12:03.881
0,0,0,-10,0,-3,-425,-417,-401,2016/8/6|23:12:03.895
0,0,0,-10,0,-4,-426,-417,-403,2016/8/6|23:12:03.911
0,0,0,-11,0,-5,-425,-208,-401,2016/8/6|23:12:03.926
0,0,0,-11,0,-6,-416,-208,-397,2016/8/6|23:12:03.939
0,0,0,-12,0,-6,-407,-520,-399,2016/8/6|23:12:03.960
0,0,0,-12,0,-6,-404,-520,-402,2016/8/6|23:12:03.984
0,0,0,-12,0,-6,-398,-312,-403,2016/8/6|23:12:03.989
0,0,0,-12,0,-6,-389,-312,-402,2016/8/6|23:12:03.996
0,0,0,-13,0,-6,-377,-208,-399,2016/8/6|23:12:04.17
0,0,0,-13,0,-6,-364,-208,-396,2016/8/6|23:12:04.26
0,0,0,-13,0,-5,-353,-312,-394,2016/8/6|23:12:04.42
0,0,0,-13,0,-4,-349,-312,-392,2016/8/6|23:12:04.55
0,0,0,-13,0,-2,-356,-417,-393,2016/8/6|23:12:04.74
0,0,0,-13,0,-1,-364,-417,-394,2016/8/6|23:12:04.86
0,0,0,-13,0,0,-362,-208,-392,2016/8/6|23:12:04.99
0,0,0,-13,0,0,-359,-208,-388,2016/8/6|23:12:04.125
0,0,0,-13,0,0,-371,-625,-391,2016/8/6|23:12:04.132
0,0,0,-13,0,0,-386,-625,-396,2016/8/6|23:12:04.144
0,0,0,-13,0,0,-383,-208,-396,2016/8/6|23:12:04.167
0,0,0,-13,0,0,-373,-208,-392,2016/8/6|23:12:04.172
0,0,0,-14,0,0,-371,-625,-395,2016/8/6|23:12:04.191
0,0,0,-14,0,0,-376,-625,-400,2016/8/6|23:12:04.220
0,0,0,-14,0,0,-377,-520,-405,2016/8/6|23:12:04.236
0,0,0,-14,0,0,-379,-520,-408,2016/8/6|23:12:04.252
0,0,0,-15,0,-2,-380,-417,-410,2016/8/6|23:12:04.273
0,0,0,-15,0,-3,-383,-417,-411,2016/8/6|23:12:04.273
0,0,0,-16,0,-4,-395,-520,-414,2016/8/6|23:12:04.290
0,0,0,-16,0,-5,-404,-520,-417,2016/8/6|23:12:04.317
0,0,0,-17,0,-6,-401,-417,-419,2016/8/6|23:12:04.324
0,0,0,-17,0,-6,-400,-417,-420,2016/8/6|23:12:04.338
0,0,0,-17,0,-7,-404,-417,-421,2016/8/6|23:12:04.345
0,0,0,-18,0,-7,-410,-417,-423,2016/8/6|23:12:04.371
0,0,0,-18,0,-7,-422,-520,-425,2016/8/6|23:12:04.377
0,0,0,-18,0,-7,-434,-520,-429,2016/8/6|23:12:04.390
0,0,0,-19,0,-8,-443,-520,-432,2016/8/6|23:12:04.411
0,0,0,-19,0,-8,-450,-520,-435,2016/8/6|23:12:04.420
0,0,0,-20,0,-9,-458,-625,-440,2016/8/6|23:12:04.438
0,0,0,-20,0,-9,-469,-625,-446,2016/8/6|23:12:04.448
0,0,0,-20,0,-9,-481,-417,-449,2016/8/6|23:12:04.472
0,0,0,-21,0,-9,-484,-417,-450,2016/8/6|23:12:04.476
0,0,0,-21,0,-10,-476,-417,-451,2016/8/6|23:12:04.497
0,0,0,-21,0,-10,-473,-417,-452,2016/8/6|23:12:04.507
0,0,0,-22,0,-11,-484,-520,-455,2016/8/6|23:12:04.523
0,0,0,-22,0,-11,-492,-520,-458,2016/8/6|23:12:04.540
0,0,0,-23,0,-11,-484,-417,-460,2016/8/6|23:12:04.569
0,0,0,-23,0,-11,-477,-417,-461,2016/8/6|23:12:04.576
0,0,0,-24,0,-12,-476,-520,-464,2016/8/6|23:12:04.587
0,0,0,-24,0,-12,-477,-520,-467,2016/8/6|23:12:04.594
0,0,0,-24,0,-12,-473,-208,-465,2016/8/6|23:12:04.613
0,0,0,-25,0,-12,-462,-208,-461,2016/8/6|23:12:04.629
0,0,0,-25,0,-12,-458,-520,-462,2016/8/6|23:12:04.638
0,0,0,-25,0,-12,-459,-520,-465,2016/8/6|23:12:04.656
0,0,0,-25,0,-12,-455,-208,-463,2016/8/6|23:12:04.670
0,0,0,-25,0,-12,-446,-208,-459,2016/8/6|23:12:04.709
0,0,0,-25,0,-12,-446,-520,-460,2016/8/6|23:12:04.719
0,0,0,-25,0,-11,-449,-520,-463,2016/8/6|23:12:04.728
0,0,0,-25,0,-11,-443,-312,-462,2016/8/6|23:12:04.756
0,0,0,-25,0,-10,-434,-312,-460,2016/8/6|23:12:04.756
0,0,0,-25,0,-10,-434,-625,-463,2016/8/6|23:12:04.767
0,0,0,-25,0,-10,-437,-625,-468,2016/8/6|23:12:04.789
